VendorID,passenger_count,trip_distance,PULocationID,DOLocationID,payment_type,fare_amount,tip_amount,day_night,payment_type_1,payment_type_2,payment_type_3,payment_type_4,tip_rate_20
2,1,1.87,68,230,1,11.5,2.46,1,1,0,0,0,1
2,5,1.99,7,129,1,9.5,2.58,1,1,0,0,0,1
1,1,1.5,238,237,1,11.0,2.95,1,1,0,0,0,1
2,1,2.07,138,129,2,9.5,0.0,1,0,1,0,0,0
2,1,1.39,161,170,2,15.0,0.0,1,0,1,0,0,0
2,5,1.42,239,163,2,10.5,0.0,1,0,1,0,0,0
2,1,1.78,230,43,2,14.5,0.0,1,0,1,0,0,0
2,3,0.62,237,237,2,4.5,0.0,1,0,1,0,0,0
2,1,0.91,113,90,2,6.5,0.0,1,0,1,0,0,0
2,1,0.94,163,229,1,10.5,2.82,1,1,0,0,0,1
1,2,2.6,144,164,1,15.0,3.95,1,1,0,0,0,1
2,3,1.15,236,162,2,7.5,0.0,1,0,1,0,0,0
2,1,1.51,161,234,1,10.0,2.16,1,1,0,0,0,1
1,1,0.5,161,161,1,4.5,1.3,1,1,0,0,0,1
1,1,1.8,125,186,2,9.5,0.0,1,0,1,0,0,0
2,2,2.26,211,246,1,14.5,0.0,1,1,0,0,0,0
2,1,1.08,234,68,1,8.5,0.46,1,1,0,0,0,0
1,1,4.6,186,238,1,18.5,3.85,1,1,0,0,0,1
2,1,20.79,239,132,2,52.0,0.0,1,0,1,0,0,0
2,1,1.2,230,142,1,7.5,1.66,1,1,0,0,0,1
1,1,0.7,144,232,2,7.0,0.0,1,0,1,0,0,0
1,1,4.0,90,232,1,20.0,4.15,1,1,0,0,0,1
2,2,1.51,144,234,1,9.5,4.0,1,1,0,0,0,1
1,1,12.2,138,87,2,36.0,0.0,1,0,1,0,0,0
1,1,2.9,161,249,1,14.5,3.05,1,1,0,0,0,1
2,6,0.58,113,249,2,5.5,0.0,1,0,1,0,0,0
2,1,1.64,162,262,2,9.0,0.0,1,0,1,0,0,0
1,1,1.8,164,246,1,14.5,3.05,1,1,0,0,0,1
1,1,0.6,186,48,1,5.5,1.25,1,1,0,0,0,1
2,1,2.46,236,170,2,11.0,0.0,1,0,1,0,0,0
2,1,0.93,137,170,2,6.5,0.0,1,0,1,0,0,0
1,1,2.0,236,239,1,13.5,2.85,1,1,0,0,0,1
2,2,0.54,164,170,1,5.0,1.74,1,1,0,0,0,1
1,1,12.8,209,179,1,36.5,8.6,1,1,0,0,0,1
2,5,16.57,132,146,2,46.0,0.0,1,0,1,0,0,0
1,1,2.4,161,114,2,12.5,0.0,1,0,1,0,0,0
2,1,1.52,125,231,2,9.0,0.0,1,0,1,0,0,0
1,1,0.0,163,264,2,8.5,0.0,1,0,1,0,0,0
2,1,6.04,237,114,2,27.5,0.0,1,0,1,0,0,0
2,1,0.74,234,186,1,7.5,1.66,1,1,0,0,0,1
1,1,3.8,107,236,2,23.5,0.0,1,0,1,0,0,0
1,1,2.3,239,236,1,17.5,2.0,1,1,0,0,0,0
1,2,1.4,246,158,1,8.0,2.2,1,1,0,0,0,1
1,1,2.7,48,238,2,16.5,0.0,1,0,1,0,0,0
1,1,1.9,107,100,1,17.5,3.65,1,1,0,0,0,1
2,3,1.52,48,186,2,9.5,0.0,1,0,1,0,0,0
1,1,2.5,170,143,2,12.5,0.0,1,0,1,0,0,0
1,1,0.4,162,237,1,4.5,1.05,1,1,0,0,0,1
2,1,8.66,138,164,2,29.5,0.0,1,0,1,0,0,0
1,1,1.1,237,237,1,16.0,5.0,1,1,0,0,0,1
2,3,1.5,125,261,1,11.0,2.36,1,1,0,0,0,1
2,1,0.86,113,79,1,6.5,1.46,1,1,0,0,0,1
2,1,1.06,262,236,1,7.5,0.83,1,1,0,0,0,0
2,5,0.15,234,234,2,3.5,0.0,1,0,1,0,0,0
1,1,2.3,75,43,2,16.0,0.0,1,0,1,0,0,0
1,1,1.1,239,142,1,6.5,1.45,1,1,0,0,0,1
2,1,9.22,264,264,2,33.0,0.0,1,0,1,0,0,0
2,1,1.0,237,162,2,6.5,0.0,1,0,1,0,0,0
2,1,0.37,229,140,2,4.0,0.0,1,0,1,0,0,0
2,1,0.68,107,137,1,7.0,1.56,1,1,0,0,0,1
1,1,1.4,161,164,2,13.5,0.0,1,0,1,0,0,0
1,4,1.0,107,186,1,18.5,2.9,1,1,0,0,0,0
1,1,2.0,236,229,2,21.0,0.0,1,0,1,0,0,0
2,5,1.72,43,163,1,15.0,3.16,1,1,0,0,0,1
2,2,1.31,161,186,1,10.5,2.82,1,1,0,0,0,1
2,1,1.5,230,90,1,9.5,2.06,1,1,0,0,0,1
1,1,0.5,164,186,2,8.0,0.0,1,0,1,0,0,0
1,3,2.0,170,140,1,14.5,2.0,1,1,0,0,0,0
2,1,0.83,230,162,1,8.0,1.0,1,1,0,0,0,0
2,1,1.64,125,246,1,9.5,2.06,1,1,0,0,0,1
2,1,0.88,161,234,1,5.5,1.0,1,1,0,0,0,0
1,3,0.4,107,170,2,5.5,0.0,1,0,1,0,0,0
1,2,2.8,186,239,1,13.5,2.85,1,1,0,0,0,1
2,2,1.37,163,186,2,9.5,0.0,1,0,1,0,0,0
1,1,9.6,49,263,2,36.0,0.0,1,0,1,0,0,0
2,1,1.17,230,246,2,9.5,0.0,1,0,1,0,0,0
2,2,1.62,238,166,2,11.0,0.0,1,0,1,0,0,0
2,5,9.79,132,72,2,32.5,0.0,1,0,1,0,0,0
2,1,1.82,237,236,1,9.0,1.96,1,1,0,0,0,1
1,1,1.6,100,162,1,11.5,2.45,1,1,0,0,0,1
2,1,2.13,88,79,2,11.0,0.0,1,0,1,0,0,0
1,1,1.5,237,170,2,9.0,0.0,1,0,1,0,0,0
1,1,0.3,237,141,2,3.5,0.0,1,0,1,0,0,0
1,1,4.0,88,181,1,19.0,5.1,1,1,0,0,0,1
1,1,17.8,230,1,1,78.0,19.05,1,1,0,0,0,1
1,1,2.2,148,12,1,12.0,2.55,1,1,0,0,0,1
2,1,0.6,263,236,1,6.0,1.36,1,1,0,0,0,1
2,1,1.09,141,263,2,6.0,0.0,1,0,1,0,0,0
1,2,5.0,158,237,1,23.5,4.85,1,1,0,0,0,1
1,1,0.4,163,229,1,4.5,1.06,1,1,0,0,0,1
2,1,0.84,141,141,1,5.0,1.16,1,1,0,0,0,1
1,1,1.3,48,142,2,8.0,0.0,1,0,1,0,0,0
2,6,1.41,161,162,1,10.5,2.26,1,1,0,0,0,1
1,1,2.3,170,142,1,17.5,3.85,1,1,0,0,0,1
2,5,0.61,230,48,1,7.0,2.34,1,1,0,0,0,1
2,2,2.16,158,164,1,13.0,1.0,1,1,0,0,0,0
2,1,2.44,161,75,2,11.5,0.0,1,0,1,0,0,0
1,1,0.6,163,230,2,6.5,0.0,1,0,1,0,0,0
1,1,1.5,231,261,1,9.0,1.95,1,1,0,0,0,1
1,1,1.1,90,161,1,8.5,2.0,1,1,0,0,0,1
2,1,1.78,141,236,1,9.0,1.96,1,1,0,0,0,1
2,1,2.02,142,142,1,15.5,2.0,1,1,0,0,0,0
2,1,1.59,107,249,1,13.5,2.86,1,1,0,0,0,1
1,1,0.4,79,79,1,3.5,0.85,1,1,0,0,0,1
1,1,1.9,164,48,1,11.5,1.85,1,1,0,0,0,0
1,2,1.9,163,170,1,18.0,4.7,1,1,0,0,0,1
2,1,1.83,236,43,1,10.0,2.36,1,1,0,0,0,1
2,2,1.75,113,186,2,11.5,0.0,1,0,1,0,0,0
2,1,1.12,162,107,1,6.5,1.46,1,1,0,0,0,1
2,2,1.9,186,158,1,11.0,2.0,1,1,0,0,0,0
2,1,1.51,238,142,1,9.5,1.54,1,1,0,0,0,0
1,1,0.8,233,229,1,9.0,1.95,1,1,0,0,0,1
1,1,0.9,170,170,1,2.5,0.49,1,1,0,0,0,0
1,1,1.4,236,262,1,8.5,2.0,1,1,0,0,0,1
1,1,2.8,43,164,2,20.0,0.0,1,0,1,0,0,0
1,2,2.1,239,140,2,18.5,0.0,1,0,1,0,0,0
1,3,1.0,13,231,1,7.0,5.0,1,1,0,0,0,1
1,1,1.5,186,230,1,14.5,3.05,1,1,0,0,0,1
1,2,8.9,234,37,1,40.0,4.08,1,1,0,0,0,0
1,0,0.7,230,163,1,8.0,2.2,1,1,0,0,0,1
1,3,0.1,113,249,2,3.0,0.0,1,0,1,0,0,0
1,2,3.8,114,141,2,23.0,0.0,1,0,1,0,0,0
1,1,0.6,74,75,2,5.0,0.0,0,0,1,0,0,0
1,1,18.1,132,132,2,52.0,0.0,0,0,1,0,0,0
2,1,3.13,87,90,2,14.5,0.0,0,0,1,0,0,0
2,1,3.72,230,263,1,20.5,3.0,0,1,0,0,0,0
2,1,2.33,141,143,2,15.5,0.0,0,0,1,0,0,0
1,1,2.2,261,113,1,13.0,2.75,0,1,0,0,0,1
1,1,11.5,138,230,1,39.0,11.35,0,1,0,0,0,1
2,1,0.83,186,230,2,7.5,0.0,0,0,1,0,0,0
1,2,0.6,152,41,2,4.5,0.0,0,0,1,0,0,0
2,1,0.68,170,100,1,9.0,1.96,1,1,0,0,0,1
1,1,0.5,239,239,2,5.0,0.0,0,0,1,0,0,0
1,2,2.6,231,52,1,13.0,3.2,0,1,0,0,0,1
2,1,2.34,41,142,1,9.5,2.06,0,1,0,0,0,1
2,2,0.69,107,170,1,6.5,1.2,0,1,0,0,0,0
1,1,19.1,132,142,1,52.0,11.7,0,1,0,0,0,1
2,1,1.23,161,143,1,8.5,2.79,0,1,0,0,0,1
2,3,8.67,249,244,1,29.5,6.5,0,1,0,0,0,1
1,1,8.7,230,95,1,32.5,2.0,0,1,0,0,0,0
2,1,1.62,162,50,1,11.0,2.95,0,1,0,0,0,1
2,5,1.68,231,113,1,8.5,1.86,0,1,0,0,0,1
1,1,1.5,238,142,1,10.0,2.15,0,1,0,0,0,1
1,2,0.8,43,237,2,7.5,0.0,0,0,1,0,0,0
2,1,1.27,239,236,2,8.0,0.0,0,0,1,0,0,0
2,1,1.13,237,170,1,7.5,1.0,0,1,0,0,0,0
1,1,0.7,113,158,2,6.0,0.0,0,0,1,0,0,0
1,1,1.5,263,141,1,9.5,1.5,0,1,0,0,0,0
2,1,0.5,132,132,2,4.5,0.0,0,0,1,0,0,0
2,2,0.71,239,239,1,5.0,1.74,0,1,0,0,0,1
1,1,3.7,158,33,1,15.5,1.5,0,1,0,0,0,0
1,1,3.5,230,236,1,19.0,5.9,0,1,0,0,0,1
1,2,0.9,114,158,1,5.5,1.25,0,1,0,0,0,1
1,1,1.5,233,79,2,9.0,0.0,0,0,1,0,0,0
2,2,1.07,246,68,1,7.0,1.56,0,1,0,0,0,1
1,1,3.2,229,239,1,14.5,3.05,0,1,0,0,0,1
2,2,0.93,142,230,2,7.0,0.0,0,0,1,0,0,0
2,1,0.8,239,142,1,10.0,2.16,0,1,0,0,0,1
2,1,1.08,113,68,1,7.0,1.56,0,1,0,0,0,1
2,1,4.13,140,260,2,15.5,0.0,0,0,1,0,0,0
2,3,0.98,107,186,1,11.0,2.36,0,1,0,0,0,1
2,1,2.48,230,140,1,16.5,2.6,0,1,0,0,0,0
1,1,0.4,79,79,1,4.0,1.55,0,1,0,0,0,1
1,5,0.6,144,232,2,6.0,0.0,0,0,1,0,0,0
1,1,1.9,237,48,1,10.0,1.7,0,1,0,0,0,0
2,1,4.83,170,24,1,19.5,5.2,0,1,0,0,0,1
2,1,0.88,140,262,1,5.0,1.26,0,1,0,0,0,1
2,1,0.92,151,239,1,6.0,1.0,0,1,0,0,0,0
2,1,1.63,137,79,1,9.0,2.06,0,1,0,0,0,1
1,1,0.8,68,164,1,5.5,1.35,0,1,0,0,0,1
2,1,0.4,249,158,1,4.0,1.06,0,1,0,0,0,1
2,1,1.97,236,162,1,8.5,2.45,0,1,0,0,0,1
2,1,1.4,87,211,1,8.0,1.4,0,1,0,0,0,0
2,2,3.02,137,262,1,11.5,2.25,0,1,0,0,0,0
2,1,3.92,164,239,1,18.0,1.7,0,1,0,0,0,0
1,1,1.4,170,229,1,7.5,1.76,0,1,0,0,0,1
1,1,2.4,48,141,1,11.5,2.56,0,1,0,0,0,1
2,5,0.35,151,151,1,4.0,0.0,0,1,0,0,0,0
2,1,0.64,158,249,1,5.0,1.26,0,1,0,0,0,1
2,1,2.14,229,142,1,10.5,1.08,0,1,0,0,0,0
1,1,2.1,249,170,1,11.5,3.2,0,1,0,0,0,1
1,1,2.9,68,239,1,11.0,2.0,0,1,0,0,0,0
2,1,1.29,170,107,1,9.0,1.54,0,1,0,0,0,0
2,1,5.01,87,181,1,17.5,2.82,0,1,0,0,0,0
2,1,0.47,237,237,2,3.5,0.0,0,0,1,0,0,0
2,5,2.63,230,107,1,13.0,2.86,0,1,0,0,0,1
1,1,5.4,114,143,1,19.5,4.15,0,1,0,0,0,1
1,1,0.7,236,75,1,5.0,1.25,0,1,0,0,0,1
1,1,1.5,162,170,2,8.5,0.0,0,0,1,0,0,0
1,1,8.5,229,181,1,28.0,7.3,0,1,0,0,0,1
1,1,0.3,164,170,1,3.5,0.7,0,1,0,0,0,0
2,1,3.09,140,170,1,11.5,3.84,0,1,0,0,0,1
1,1,2.3,161,263,1,11.0,2.21,0,1,0,0,0,1
2,1,1.55,234,249,1,9.5,1.5,0,1,0,0,0,0
2,1,1.91,229,43,1,9.0,2.58,0,1,0,0,0,1
1,1,1.6,234,4,1,10.0,2.25,0,1,0,0,0,1
2,6,2.03,186,125,1,9.5,1.0,0,1,0,0,0,0
1,1,4.5,43,113,1,18.5,5.9,0,1,0,0,0,1
1,1,0.9,50,68,1,6.5,1.55,0,1,0,0,0,1
2,1,1.03,211,79,1,7.0,1.66,0,1,0,0,0,1
1,1,10.6,13,226,1,32.5,5.0,0,1,0,0,0,0
1,1,1.8,230,90,1,9.0,2.55,0,1,0,0,0,1
2,1,1.44,142,230,1,11.0,1.84,0,1,0,0,0,0
2,2,3.95,50,4,1,17.0,1.83,0,1,0,0,0,0
2,2,0.87,113,148,1,6.5,1.56,0,1,0,0,0,1
1,2,0.8,237,163,1,8.0,1.85,0,1,0,0,0,1
2,6,0.82,161,234,2,4.5,0.0,0,0,1,0,0,0
1,1,5.4,113,43,1,23.0,4.85,0,1,0,0,0,1
1,1,2.9,161,263,2,12.0,0.0,0,0,1,0,0,0
2,3,7.65,90,42,1,28.5,5.96,0,1,0,0,0,1
1,1,1.8,236,229,2,7.5,0.0,0,0,1,0,0,0
2,1,1.09,142,237,1,7.0,1.66,0,1,0,0,0,1
1,1,2.1,79,231,1,11.5,2.55,0,1,0,0,0,1
1,1,3.5,144,246,1,16.0,3.45,0,1,0,0,0,1
2,1,0.68,100,186,1,6.5,1.56,0,1,0,0,0,1
2,1,0.39,230,48,2,3.5,0.0,0,0,1,0,0,0
1,1,1.3,161,237,2,7.5,0.0,0,0,1,0,0,0
1,1,1.1,164,233,1,7.0,0.0,0,1,0,0,0,0
2,2,1.68,107,100,1,9.5,2.16,0,1,0,0,0,1
2,1,1.27,231,261,1,7.0,2.08,0,1,0,0,0,1
2,2,0.75,230,48,1,4.5,1.45,0,1,0,0,0,1
2,1,0.03,137,170,2,2.5,0.0,0,0,1,0,0,0
2,5,7.52,138,42,1,24.0,6.21,0,1,0,0,0,1
2,1,0.76,50,50,1,4.5,1.16,0,1,0,0,0,1
2,1,1.69,151,143,1,8.5,2.94,0,1,0,0,0,1
2,1,2.76,87,25,1,10.5,2.36,0,1,0,0,0,1
1,1,2.1,237,263,2,14.0,0.0,0,0,1,0,0,0
2,1,3.52,234,142,1,15.5,3.36,0,1,0,0,0,1
2,2,4.2,79,181,1,16.5,4.45,0,1,0,0,0,1
1,1,1.2,79,211,1,7.0,1.65,0,1,0,0,0,1
1,1,2.1,161,236,1,9.0,2.05,0,1,0,0,0,1
1,1,1.6,113,224,1,9.0,2.05,0,1,0,0,0,1
2,5,3.13,107,141,1,14.0,3.82,0,1,0,0,0,1
1,1,2.7,79,65,1,12.0,2.65,0,1,0,0,0,1
1,1,1.3,239,24,1,6.5,1.55,0,1,0,0,0,1
1,2,11.4,138,50,2,34.0,0.0,0,0,1,0,0,0
2,1,2.32,142,43,1,10.5,2.36,0,1,0,0,0,1
2,3,2.5,107,48,1,13.5,2.96,0,1,0,0,0,1
2,5,19.47,164,210,2,55.0,0.0,0,0,1,0,0,0
2,1,0.68,13,261,1,5.5,1.36,0,1,0,0,0,1
2,2,2.65,148,170,1,11.0,0.7,0,1,0,0,0,0
1,1,1.0,161,163,2,6.5,0.0,0,0,1,0,0,0
2,1,1.19,142,143,1,6.5,1.56,0,1,0,0,0,1
2,1,4.72,79,141,1,16.0,3.46,0,1,0,0,0,1
2,2,20.95,132,143,1,52.0,8.78,0,1,0,0,0,0
2,5,1.13,68,90,1,5.5,1.36,0,1,0,0,0,1
1,1,1.2,256,255,2,6.0,0.0,0,0,1,0,0,0
2,1,5.14,68,145,1,18.0,3.86,0,1,0,0,0,1
1,1,0.7,186,164,1,5.0,1.25,0,1,0,0,0,1
1,1,1.5,164,163,1,8.5,2.0,0,1,0,0,0,1
2,1,1.83,90,100,2,9.0,0.0,0,0,1,0,0,0
2,1,6.6,87,262,1,19.5,1.0,0,1,0,0,0,0
2,4,3.37,107,262,1,10.5,2.95,0,1,0,0,0,1
2,5,1.79,164,114,1,7.5,2.2,0,1,0,0,0,1
2,1,2.58,239,41,1,9.0,2.06,0,1,0,0,0,1
2,1,0.7,237,237,2,5.0,0.0,0,0,1,0,0,0
2,1,3.05,229,68,2,11.5,0.0,0,0,1,0,0,0
2,3,9.38,249,67,2,27.0,0.0,0,0,1,0,0,0
1,1,0.7,230,50,2,5.0,0.0,0,0,1,0,0,0
1,1,1.7,146,7,1,6.5,1.55,0,1,0,0,0,1
1,1,10.2,163,138,1,31.0,6.45,0,1,0,0,0,1
1,1,0.5,68,230,2,4.0,0.0,0,0,1,0,0,0
1,1,1.1,75,42,1,6.0,5.0,0,1,0,0,0,1
1,1,1.7,164,229,1,8.5,1.0,0,1,0,0,0,0
1,1,8.0,236,138,1,23.5,6.11,0,1,0,0,0,1
1,1,0.7,100,230,1,5.0,1.55,0,1,0,0,0,1
2,1,4.49,90,75,1,17.0,2.67,0,1,0,0,0,0
2,1,0.91,143,239,2,6.0,0.0,0,0,1,0,0,0
2,1,1.69,233,186,1,7.0,2.34,0,1,0,0,0,1
1,1,0.5,164,161,2,4.0,0.0,0,0,1,0,0,0
2,1,1.68,68,233,2,8.5,0.0,0,0,1,0,0,0
1,1,0.0,145,145,2,2.5,0.0,1,0,1,0,0,0
1,1,1.2,142,230,1,7.0,1.55,1,1,0,0,0,1
1,1,1.3,239,236,1,9.0,1.25,1,1,0,0,0,0
2,5,0.61,100,230,2,4.5,0.0,1,0,1,0,0,0
2,1,1.42,186,162,1,8.5,2.79,1,1,0,0,0,1
2,1,4.85,238,234,2,21.0,0.0,1,0,1,0,0,0
1,1,8.4,263,138,1,26.0,6.5,1,1,0,0,0,1
1,1,2.3,246,162,1,11.5,1.7,1,1,0,0,0,0
1,1,0.7,90,246,1,5.5,1.25,1,1,0,0,0,1
1,1,10.0,43,138,1,33.0,5.0,1,1,0,0,0,0
1,3,0.8,90,246,1,5.0,1.15,1,1,0,0,0,1
2,1,0.97,137,170,1,6.5,0.0,1,1,0,0,0,0
2,4,1.84,239,161,1,11.0,2.95,1,1,0,0,0,1
2,1,1.7,48,142,1,8.5,2.79,1,1,0,0,0,1
1,2,1.3,239,236,2,9.0,0.0,1,0,1,0,0,0
2,1,3.85,142,113,2,18.0,0.0,0,0,1,0,0,0
2,1,1.05,137,164,2,9.0,0.0,1,0,1,0,0,0
1,1,0.8,137,233,1,5.0,1.45,1,1,0,0,0,1
2,6,16.08,132,13,1,52.0,10.56,1,1,0,0,0,1
2,1,1.11,107,164,2,9.0,0.0,1,0,1,0,0,0
1,1,0.6,229,233,1,6.5,1.45,1,1,0,0,0,1
1,1,0.5,90,186,1,4.5,1.05,1,1,0,0,0,1
2,2,0.48,238,238,1,6.0,0.5,1,1,0,0,0,0
2,1,1.47,186,162,1,9.0,1.96,1,1,0,0,0,1
2,1,3.78,263,137,1,18.0,3.76,1,1,0,0,0,1
2,1,0.73,161,161,2,5.0,0.0,1,0,1,0,0,0
1,1,0.8,236,236,1,6.5,1.45,1,1,0,0,0,1
1,1,0.9,48,142,1,5.0,1.15,1,1,0,0,0,1
2,1,2.25,143,161,2,16.0,0.0,1,0,1,0,0,0
2,3,0.71,231,231,1,5.0,1.0,1,1,0,0,0,1
2,6,0.98,142,161,1,9.0,1.2,1,1,0,0,0,0
2,1,2.85,158,170,1,17.0,4.45,1,1,0,0,0,1
1,1,0.8,237,163,1,7.5,2.45,1,1,0,0,0,1
1,1,1.0,230,186,1,6.0,5.0,1,1,0,0,0,1
1,1,2.8,138,83,1,10.0,2.7,1,1,0,0,0,1
2,2,0.47,142,143,2,4.0,0.0,1,0,1,0,0,0
2,1,1.46,107,229,2,6.5,0.0,1,0,1,0,0,0
2,1,2.68,230,113,2,14.5,0.0,1,0,1,0,0,0
1,1,3.1,237,68,1,20.0,5.2,1,1,0,0,0,1
1,1,1.6,170,113,1,9.0,1.95,1,1,0,0,0,1
2,1,1.25,234,137,2,7.5,0.0,1,0,1,0,0,0
1,1,1.4,100,164,1,13.0,2.75,1,1,0,0,0,1
2,1,2.21,161,236,2,12.0,0.0,1,0,1,0,0,0
1,1,2.4,249,162,2,16.0,0.0,1,0,1,0,0,0
2,1,3.77,263,234,2,21.0,0.0,1,0,1,0,0,0
1,1,0.8,170,229,1,8.0,2.6,1,1,0,0,0,1
2,1,16.93,138,231,1,52.0,11.71,1,1,0,0,0,1
1,1,3.0,158,43,1,14.5,4.55,1,1,0,0,0,1
2,1,1.6,170,163,1,9.5,2.06,1,1,0,0,0,1
2,2,0.34,142,142,2,5.5,0.0,1,0,1,0,0,0
2,1,18.98,237,1,1,73.0,17.16,1,1,0,0,0,1
1,1,0.7,237,161,1,8.5,1.86,1,1,0,0,0,1
2,1,1.88,249,48,1,11.0,2.36,1,1,0,0,0,1
1,1,1.0,68,100,1,8.5,1.85,1,1,0,0,0,1
2,2,0.69,229,163,1,8.5,1.86,1,1,0,0,0,1
1,2,0.4,13,261,2,7.0,0.0,1,0,1,0,0,0
1,1,2.2,50,237,1,14.5,3.05,1,1,0,0,0,1
2,1,1.58,229,100,1,12.0,2.56,1,1,0,0,0,1
2,1,4.11,24,140,1,26.0,8.04,1,1,0,0,0,1
1,1,1.1,162,161,2,11.5,0.0,1,0,1,0,0,0
2,1,0.8,186,170,1,6.0,2.04,1,1,0,0,0,1
2,1,1.2,234,246,1,7.5,1.66,1,1,0,0,0,1
1,1,10.0,48,34,3,41.0,0.0,1,0,0,1,0,0
2,1,11.44,162,138,1,36.0,8.51,1,1,0,0,0,1
2,2,1.07,237,230,1,11.0,2.36,1,1,0,0,0,1
1,1,3.1,186,140,1,19.0,3.95,1,1,0,0,0,1
1,1,5.4,237,144,1,27.0,8.3,1,1,0,0,0,1
1,1,2.3,238,163,2,15.5,0.0,1,0,1,0,0,0
2,1,0.7,209,231,1,9.5,0.0,1,1,0,0,0,0
2,2,1.11,161,237,1,8.5,1.86,1,1,0,0,0,1
1,2,0.8,230,68,2,6.0,0.0,1,0,1,0,0,0
1,1,0.6,107,234,1,5.5,1.25,1,1,0,0,0,1
1,1,1.7,263,161,2,11.0,0.0,1,0,1,0,0,0
2,1,0.66,236,236,2,8.5,0.0,1,0,1,0,0,0
2,1,9.51,138,161,1,35.0,8.31,1,1,0,0,0,1
1,1,1.8,79,170,1,8.5,1.5,1,1,0,0,0,0
2,1,17.92,132,48,1,52.0,14.64,1,1,0,0,0,1
1,1,1.9,234,144,1,16.0,3.35,1,1,0,0,0,1
2,1,1.43,236,162,2,13.0,0.0,1,0,1,0,0,0
1,1,0.6,238,239,2,4.5,0.0,1,0,1,0,0,0
2,1,0.57,163,48,1,4.5,1.32,1,1,0,0,0,1
1,1,0.8,163,170,1,7.5,1.65,1,1,0,0,0,1
2,1,1.8,239,236,1,14.0,2.96,1,1,0,0,0,1
2,1,3.48,161,211,1,21.0,4.36,1,1,0,0,0,1
2,1,1.82,236,163,2,18.0,0.0,1,0,1,0,0,0
2,1,1.06,246,48,1,7.0,1.0,1,1,0,0,0,0
2,5,2.67,262,161,2,21.0,0.0,1,0,1,0,0,0
1,1,0.8,233,137,2,7.0,0.0,1,0,1,0,0,0
2,1,1.16,263,75,2,6.0,0.0,1,0,1,0,0,0
2,5,1.75,231,114,2,10.0,0.0,1,0,1,0,0,0
2,1,1.44,164,107,1,10.5,2.26,1,1,0,0,0,1
1,2,1.2,166,41,1,9.0,1.0,1,1,0,0,0,0
2,1,8.83,138,234,1,33.0,7.91,1,1,0,0,0,1
1,1,1.6,75,239,2,8.0,0.0,1,0,1,0,0,0
2,1,0.98,68,90,1,8.0,0.0,1,1,0,0,0,0
2,1,1.99,141,170,1,14.0,2.96,1,1,0,0,0,1
1,1,5.5,261,162,1,22.5,4.65,1,1,0,0,0,1
1,1,1.6,137,48,2,13.5,0.0,1,0,1,0,0,0
2,1,2.29,234,237,2,15.5,0.0,1,0,1,0,0,0
1,1,0.8,163,43,1,7.0,1.2,1,1,0,0,0,0
2,1,2.59,236,229,2,18.0,0.0,1,0,1,0,0,0
1,1,1.1,113,164,1,9.5,0.0,1,1,0,0,0,0
1,1,10.1,138,142,1,34.5,10.25,1,1,0,0,0,1
2,1,21.49,229,132,1,52.0,11.71,1,1,0,0,0,1
2,1,0.48,161,164,2,6.0,0.0,1,0,1,0,0,0
2,5,1.17,244,243,1,10.0,1.5,1,1,0,0,0,0
2,3,11.4,162,138,1,32.5,7.81,1,1,0,0,0,1
2,1,1.13,162,100,1,9.5,2.58,1,1,0,0,0,1
1,1,3.3,237,246,1,15.5,3.25,1,1,0,0,0,1
1,1,1.9,161,140,1,12.0,2.55,1,1,0,0,0,1
1,1,1.8,144,234,1,11.0,2.35,1,1,0,0,0,1
1,1,1.5,161,141,1,12.5,2.66,1,1,0,0,0,1
1,1,2.3,137,68,1,15.5,3.25,1,1,0,0,0,1
1,1,4.9,236,113,1,36.0,7.35,1,1,0,0,0,1
1,4,6.0,48,88,1,23.0,5.0,1,1,0,0,0,1
2,1,1.17,100,142,2,6.5,0.0,1,0,1,0,0,0
2,1,1.55,143,151,1,8.0,2.2,1,1,0,0,0,1
2,1,1.02,233,162,2,6.5,0.0,1,0,1,0,0,0
2,1,0.87,143,239,2,6.0,0.0,1,0,1,0,0,0
2,1,1.03,234,164,1,12.0,2.56,1,1,0,0,0,1
1,1,1.1,264,264,1,12.0,0.5,1,1,0,0,0,0
1,3,0.7,170,164,1,8.0,1.76,1,1,0,0,0,1
1,1,2.1,262,161,1,12.5,1.7,1,1,0,0,0,0
1,1,0.6,237,163,2,6.5,0.0,1,0,1,0,0,0
2,5,1.57,161,186,1,9.5,2.58,1,1,0,0,0,1
2,2,10.6,138,142,2,34.5,0.0,1,0,1,0,0,0
2,1,0.83,237,236,1,5.5,2.0,1,1,0,0,0,1
1,1,0.8,162,164,1,7.5,1.65,1,1,0,0,0,1
2,2,1.23,234,148,1,9.5,2.06,1,1,0,0,0,1
2,5,1.43,162,43,1,9.5,1.25,1,1,0,0,0,0
2,1,2.0,170,142,1,13.5,2.86,1,1,0,0,0,1
1,0,1.9,48,234,1,12.0,2.0,1,1,0,0,0,0
2,1,0.77,141,237,1,6.0,1.36,1,1,0,0,0,1
1,1,3.5,90,236,2,23.5,0.0,1,0,1,0,0,0
1,1,1.0,237,236,1,6.5,1.45,1,1,0,0,0,1
2,6,0.8,161,170,2,5.5,0.0,1,0,1,0,0,0
2,5,10.23,138,48,1,38.5,9.01,1,1,0,0,0,1
2,2,1.06,237,236,2,8.0,0.0,1,0,1,0,0,0
