VendorID,passenger_count,trip_distance,PULocationID,DOLocationID,payment_type,fare_amount,tip_amount,day_night,payment_type_1,payment_type_2,payment_type_3,payment_type_4,tip_rate_20
1,2,8.5,138,140,1,31.0,7.5,1,1,0,0,0,1
2,1,2.98,90,142,1,13.5,1.0,1,1,0,0,0,0
2,1,11.56,230,138,1,35.5,4.21,1,1,0,0,0,0
1,1,4.8,164,41,1,22.5,5.8,1,1,0,0,0,1
1,1,2.3,90,148,1,13.0,2.75,1,1,0,0,0,1
2,1,5.19,255,223,1,20.0,4.16,1,1,0,0,0,1
1,1,0.8,100,162,1,6.5,1.0,1,1,0,0,0,0
1,3,1.7,43,237,1,8.0,0.88,1,1,0,0,0,0
2,1,2.67,239,233,2,15.0,0.0,1,0,1,0,0,0
2,1,1.45,166,238,2,7.5,0.0,1,0,1,0,0,0
2,1,0.75,237,142,2,6.5,0.0,1,0,1,0,0,0
1,1,2.5,229,4,2,12.0,0.0,1,0,1,0,0,0
2,1,1.23,162,229,1,10.5,2.82,1,1,0,0,0,1
2,5,7.34,161,255,1,28.5,3.0,1,1,0,0,0,0
2,1,1.85,107,114,2,8.5,0.0,1,0,1,0,0,0
2,1,6.72,254,144,1,26.0,2.68,0,1,0,0,0,0
2,1,0.95,79,148,1,6.0,1.36,0,1,0,0,0,1
2,5,5.34,141,45,1,18.5,0.0,0,1,0,0,0,0
1,3,2.8,186,143,1,13.0,2.76,0,1,0,0,0,1
1,1,3.0,236,48,1,14.0,2.95,0,1,0,0,0,1
1,4,1.1,100,234,1,8.0,1.75,0,1,0,0,0,1
1,1,0.6,68,246,1,4.5,1.55,0,1,0,0,0,1
2,2,0.57,234,170,1,4.5,1.59,0,1,0,0,0,1
1,1,0.5,162,229,1,5.0,1.45,0,1,0,0,0,1
1,1,1.0,13,209,1,7.5,2.45,0,1,0,0,0,1
2,2,2.1,237,238,1,9.5,2.58,0,1,0,0,0,1
2,1,3.07,239,42,1,12.0,2.56,0,1,0,0,0,1
2,1,6.1,45,37,2,27.5,0.0,0,0,1,0,0,0
1,2,1.2,79,234,1,7.0,1.55,0,1,0,0,0,1
1,3,1.4,158,186,1,7.5,1.75,0,1,0,0,0,1
1,1,1.3,237,239,1,7.0,2.3,0,1,0,0,0,1
2,1,1.41,24,239,2,7.0,0.0,0,0,1,0,0,0
2,6,3.85,87,211,1,14.5,3.06,0,1,0,0,0,1
1,1,0.6,48,246,1,8.5,1.0,0,1,0,0,0,0
2,1,1.73,142,238,1,8.0,1.76,0,1,0,0,0,1
2,1,1.19,186,233,1,7.5,1.66,0,1,0,0,0,1
2,2,17.41,132,233,2,52.0,0.0,0,0,1,0,0,0
1,2,1.8,163,237,1,10.5,2.25,0,1,0,0,0,1
1,2,4.3,144,50,1,20.0,3.0,0,1,0,0,0,0
2,3,2.53,125,164,1,11.5,2.46,0,1,0,0,0,1
2,1,1.86,237,236,1,8.0,1.2,0,1,0,0,0,0
1,1,1.4,68,107,1,8.5,1.0,0,1,0,0,0,0
2,1,1.58,231,249,1,9.0,1.96,0,1,0,0,0,1
1,1,1.7,161,90,2,9.0,0.0,0,0,1,0,0,0
1,2,0.5,166,151,1,4.0,0.5,0,1,0,0,0,0
2,1,0.63,209,148,1,5.0,1.26,0,1,0,0,0,1
1,2,0.6,262,236,2,4.5,0.0,0,0,1,0,0,0
2,1,0.55,231,125,1,4.5,1.16,0,1,0,0,0,1
1,1,4.0,230,166,1,14.0,2.3,0,1,0,0,0,0
1,1,1.9,186,229,1,10.0,3.0,0,1,0,0,0,1
1,2,4.8,164,97,3,22.5,0.0,0,0,0,1,0,0
1,1,1.6,87,114,2,8.5,0.0,0,0,1,0,0,0
2,5,20.71,132,239,1,52.0,8.78,0,1,0,0,0,0
2,1,1.12,107,144,1,6.5,1.95,0,1,0,0,0,1
2,1,10.87,138,162,1,32.0,7.0,0,1,0,0,0,1
2,2,16.86,132,233,1,52.0,8.0,0,1,0,0,0,0
1,1,10.2,132,198,1,31.5,6.55,0,1,0,0,0,1
1,1,4.0,264,264,2,14.5,0.0,0,0,1,0,0,0
2,1,1.92,75,262,2,9.5,0.0,0,0,1,0,0,0
2,5,0.91,230,164,2,5.0,0.0,0,0,1,0,0,0
1,1,5.0,230,88,2,20.0,0.0,0,0,1,0,0,0
1,1,2.4,239,141,1,10.5,2.5,0,1,0,0,0,1
1,1,8.6,264,264,1,27.5,5.0,0,1,0,0,0,0
1,1,1.9,142,90,1,8.0,1.85,0,1,0,0,0,1
2,1,1.82,151,75,2,8.5,0.0,0,0,1,0,0,0
1,1,3.6,264,264,1,14.5,1.0,0,1,0,0,0,0
2,2,0.61,144,79,1,4.5,1.45,0,1,0,0,0,1
1,1,1.8,237,186,1,9.0,1.0,0,1,0,0,0,0
2,1,2.26,170,114,1,9.5,2.16,0,1,0,0,0,1
1,1,4.3,138,226,1,15.5,3.35,0,1,0,0,0,1
1,3,3.1,246,239,1,10.5,2.35,0,1,0,0,0,1
2,1,0.97,68,164,1,6.5,2.34,0,1,0,0,0,1
1,1,2.0,264,79,1,9.5,2.15,0,1,0,0,0,1
1,1,0.9,249,113,2,6.0,0.0,0,0,1,0,0,0
1,1,0.6,100,230,2,4.5,0.0,0,0,1,0,0,0
2,1,1.14,137,233,2,6.0,0.0,0,0,1,0,0,0
2,1,1.66,231,79,1,9.0,2.06,0,1,0,0,0,1
1,1,5.7,87,61,1,21.5,5.7,0,1,0,0,0,1
1,1,7.5,246,188,1,26.0,5.45,0,1,0,0,0,1
1,1,5.7,48,7,1,20.0,3.5,0,1,0,0,0,0
1,1,9.1,50,225,1,30.0,3.0,0,1,0,0,0,0
1,1,4.9,48,87,1,16.0,3.45,0,1,0,0,0,1
2,1,0.51,79,144,1,4.0,1.32,0,1,0,0,0,1
2,1,0.72,162,141,2,5.0,0.0,0,0,1,0,0,0
2,4,2.32,186,233,1,8.5,1.96,0,1,0,0,0,1
1,1,1.1,164,90,2,7.5,0.0,0,0,1,0,0,0
2,1,1.83,152,244,1,8.0,2.32,0,1,0,0,0,1
1,1,0.3,243,244,3,3.5,0.0,0,0,0,1,0,0
2,1,6.42,234,225,2,22.0,0.0,0,0,1,0,0,0
2,1,2.07,158,148,1,10.0,2.26,0,1,0,0,0,1
2,1,1.11,186,161,1,5.5,1.36,0,1,0,0,0,1
2,1,3.6,148,17,1,13.5,2.96,0,1,0,0,0,1
1,1,2.2,68,148,1,9.5,2.15,0,1,0,0,0,1
2,4,3.25,141,24,2,12.0,0.0,0,0,1,0,0,0
2,4,2.6,107,141,2,9.5,0.0,0,0,1,0,0,0
2,6,2.26,262,162,1,8.5,1.0,0,1,0,0,0,0
2,2,3.38,249,237,1,13.5,2.86,0,1,0,0,0,1
2,3,5.78,87,163,2,18.0,0.0,0,0,1,0,0,0
1,1,2.5,186,239,2,11.0,0.0,0,0,1,0,0,0
1,2,1.2,142,48,2,7.0,0.0,0,0,1,0,0,0
1,1,1.3,262,140,1,6.0,1.0,1,1,0,0,0,0
2,1,5.54,161,87,2,18.0,0.0,1,0,1,0,0,0
1,1,0.5,237,237,2,3.5,0.0,1,0,1,0,0,0
2,6,1.97,246,163,1,11.5,2.46,1,1,0,0,0,1
2,1,0.97,234,79,1,7.0,1.2,1,1,0,0,0,0
2,2,4.75,48,232,1,19.0,4.95,1,1,0,0,0,1
2,2,1.16,237,236,2,11.5,0.0,1,0,1,0,0,0
2,3,1.27,151,238,1,9.5,1.7,1,1,0,0,0,0
1,1,1.2,246,158,1,7.5,1.65,1,1,0,0,0,1
2,5,0.85,186,161,2,6.0,0.0,1,0,1,0,0,0
1,1,1.1,170,234,2,6.5,0.0,1,0,1,0,0,0
2,1,0.1,140,140,2,3.5,0.0,1,0,1,0,0,0
2,2,0.78,234,234,2,5.5,0.0,1,0,1,0,0,0
1,1,1.1,68,164,2,7.0,0.0,1,0,1,0,0,0
1,1,1.0,48,246,1,8.5,1.0,1,1,0,0,0,0
1,1,0.8,234,137,1,6.0,1.35,1,1,0,0,0,1
2,2,1.38,68,68,2,10.5,0.0,1,0,1,0,0,0
2,1,0.77,100,230,1,6.0,2.04,1,1,0,0,0,1
1,1,2.0,231,4,2,9.0,0.0,1,0,1,0,0,0
1,1,1.4,151,143,1,7.0,1.55,1,1,0,0,0,1
1,2,22.5,239,265,1,140.0,35.05,1,1,0,0,0,1
2,2,2.73,231,68,1,10.5,2.26,1,1,0,0,0,1
2,1,1.91,236,161,1,8.5,1.86,1,1,0,0,0,1
1,1,0.7,48,161,1,6.5,1.45,1,1,0,0,0,1
2,1,2.07,140,236,1,9.0,1.0,1,1,0,0,0,0
1,2,0.0,207,207,2,2.5,0.0,1,0,1,0,0,0
2,5,1.66,68,161,2,9.5,0.0,1,0,1,0,0,0
1,2,0.9,237,236,1,6.0,1.0,1,1,0,0,0,0
1,1,3.2,232,97,1,14.0,3.7,1,1,0,0,0,1
2,1,1.29,236,140,1,9.0,0.98,1,1,0,0,0,0
1,1,0.5,75,75,1,4.0,0.95,1,1,0,0,0,1
2,4,1.32,50,162,1,8.0,2.2,1,1,0,0,0,1
1,1,0.5,142,239,2,5.0,0.0,1,0,1,0,0,0
2,1,0.45,161,161,1,8.0,1.0,1,1,0,0,0,0
2,1,0.67,162,163,1,9.5,2.06,1,1,0,0,0,1
1,1,2.1,263,238,1,11.5,2.0,1,1,0,0,0,0
2,1,0.86,164,161,1,7.0,1.56,1,1,0,0,0,1
1,1,2.2,237,137,1,15.0,3.15,1,1,0,0,0,1
1,1,2.2,231,246,2,10.5,0.0,1,0,1,0,0,0
2,1,0.86,113,234,1,6.0,1.36,1,1,0,0,0,1
1,1,1.3,236,237,1,11.0,2.36,1,1,0,0,0,1
2,1,10.17,138,234,1,51.5,9.0,1,1,0,0,0,0
1,1,1.1,170,234,1,8.5,1.0,1,1,0,0,0,0
2,1,0.51,140,140,1,4.5,1.06,1,1,0,0,0,1
2,3,0.38,238,238,1,4.0,0.0,1,1,0,0,0,0
2,1,1.72,162,262,2,10.5,0.0,1,0,1,0,0,0
1,1,2.7,236,230,1,14.0,2.96,1,1,0,0,0,1
1,1,2.2,164,211,1,13.0,1.0,1,1,0,0,0,0
1,1,4.6,65,246,1,18.0,3.75,1,1,0,0,0,1
1,1,1.4,164,161,1,10.0,2.15,1,1,0,0,0,1
1,1,1.2,48,43,1,10.0,2.7,1,1,0,0,0,1
2,1,2.03,162,50,1,11.5,3.69,1,1,0,0,0,1
1,1,3.9,137,209,1,13.5,2.85,1,1,0,0,0,1
1,1,1.6,186,163,1,16.0,5.0,1,1,0,0,0,1
2,1,0.39,142,142,1,4.0,1.0,1,1,0,0,0,1
2,1,1.21,142,163,1,9.5,2.06,1,1,0,0,0,1
2,1,0.27,161,170,1,3.5,0.86,1,1,0,0,0,1
2,1,1.49,137,230,1,11.0,1.0,1,1,0,0,0,0
1,1,3.0,43,170,1,18.0,1.0,1,1,0,0,0,0
2,1,1.35,166,238,2,6.5,0.0,1,0,1,0,0,0
1,1,0.6,237,237,1,5.0,1.15,1,1,0,0,0,1
2,1,0.84,158,113,1,7.0,1.56,1,1,0,0,0,1
1,1,1.3,261,231,1,7.5,1.0,1,1,0,0,0,0
2,1,0.53,170,164,1,5.0,1.16,1,1,0,0,0,1
2,2,10.87,230,138,1,38.0,11.14,1,1,0,0,0,1
2,1,1.81,229,142,2,10.0,0.0,1,0,1,0,0,0
2,1,1.14,140,236,1,6.5,1.46,1,1,0,0,0,1
2,1,0.58,237,237,1,5.0,1.16,1,1,0,0,0,1
2,1,0.72,239,143,2,5.5,0.0,1,0,1,0,0,0
2,3,4.74,230,13,2,21.5,0.0,1,0,1,0,0,0
2,1,1.21,163,237,1,6.0,1.36,1,1,0,0,0,1
1,1,0.8,161,229,1,6.5,2.15,1,1,0,0,0,1
2,6,16.36,13,138,1,45.5,7.0,1,1,0,0,0,0
1,1,2.1,162,263,2,9.0,0.0,1,0,1,0,0,0
1,1,2.3,68,231,1,13.0,2.75,1,1,0,0,0,1
1,1,1.5,229,236,1,7.5,2.05,1,1,0,0,0,1
1,1,1.5,90,158,1,11.5,2.0,1,1,0,0,0,0
1,1,0.7,142,43,1,7.5,2.7,1,1,0,0,0,1
2,2,1.29,162,186,1,14.0,2.96,1,1,0,0,0,1
1,1,1.4,164,68,1,17.5,1.0,1,1,0,0,0,0
2,1,4.33,230,232,1,25.5,6.58,1,1,0,0,0,1
1,2,0.5,224,79,1,4.5,1.05,1,1,0,0,0,1
2,1,6.78,161,261,1,23.5,5.0,1,1,0,0,0,1
1,1,1.4,226,7,2,7.5,0.0,1,0,1,0,0,0
1,2,0.5,237,141,2,6.5,0.0,1,0,1,0,0,0
1,1,0.9,262,236,2,7.5,0.0,1,0,1,0,0,0
1,1,1.0,143,238,1,6.5,2.0,1,1,0,0,0,1
2,1,0.67,186,246,1,5.0,1.16,1,1,0,0,0,1
1,1,18.8,261,156,2,56.0,0.0,1,0,1,0,0,0
1,1,2.5,113,48,1,14.5,3.05,1,1,0,0,0,1
1,1,9.3,138,148,1,27.0,3.0,1,1,0,0,0,0
2,1,1.75,233,79,1,7.5,1.66,1,1,0,0,0,1
2,1,1.49,231,246,1,7.5,2.0,1,1,0,0,0,1
2,5,1.76,151,41,1,9.0,1.96,1,1,0,0,0,1
2,1,0.7,237,236,2,5.0,0.0,1,0,1,0,0,0
2,5,8.51,233,138,1,25.5,6.41,1,1,0,0,0,1
1,2,21.4,132,142,1,52.0,5.0,1,1,0,0,0,0
2,1,1.3,236,237,1,11.5,3.69,1,1,0,0,0,1
2,2,1.72,163,170,1,11.5,2.46,1,1,0,0,0,1
1,1,8.8,138,68,1,29.5,7.2,1,1,0,0,0,1
2,1,0.5,100,230,1,5.0,1.45,1,1,0,0,0,1
2,1,0.77,79,211,2,6.0,0.0,1,0,1,0,0,0
2,1,0.83,239,43,1,6.0,1.7,1,1,0,0,0,1
2,1,10.15,68,127,2,33.0,0.0,1,0,1,0,0,0
2,1,0.82,24,238,1,6.0,2.04,1,1,0,0,0,1
1,1,1.0,137,113,1,8.5,2.3,1,1,0,0,0,1
1,1,1.4,43,142,2,12.0,0.0,1,0,1,0,0,0
2,1,0.46,263,236,1,3.5,0.7,1,1,0,0,0,0
2,1,1.12,140,236,2,7.0,0.0,1,0,1,0,0,0
2,1,1.42,186,163,1,11.0,2.36,1,1,0,0,0,1
1,1,1.2,231,209,1,7.0,1.55,1,1,0,0,0,1
2,2,0.79,107,137,2,5.5,0.0,1,0,1,0,0,0
2,1,0.97,68,100,1,7.0,1.56,1,1,0,0,0,1
1,5,1.8,43,68,2,14.0,0.0,1,0,1,0,0,0
2,5,0.56,234,113,2,4.0,0.0,1,0,1,0,0,0
2,1,1.63,246,230,1,12.5,2.66,1,1,0,0,0,1
2,1,1.26,161,234,2,7.5,0.0,1,0,1,0,0,0
1,1,1.7,161,141,2,10.0,0.0,1,0,1,0,0,0
1,1,3.1,166,236,1,18.5,1.0,1,1,0,0,0,0
2,1,4.8,230,179,2,26.5,0.0,1,0,1,0,0,0
2,2,2.98,261,164,2,14.0,0.0,1,0,1,0,0,0
2,2,2.77,237,113,1,13.0,2.76,1,1,0,0,0,1
1,1,4.9,230,144,1,20.0,4.15,1,1,0,0,0,1
2,1,2.62,246,100,1,14.5,3.06,1,1,0,0,0,1
1,0,1.8,249,186,2,9.5,0.0,1,0,1,0,0,0
2,5,3.3,234,262,2,21.0,0.0,1,0,1,0,0,0
1,1,0.9,162,161,2,8.5,0.0,1,0,1,0,0,0
1,1,2.0,236,166,1,8.5,1.5,1,1,0,0,0,0
2,1,0.95,170,234,1,5.5,1.0,1,1,0,0,0,0
2,1,1.62,236,162,1,11.5,3.08,1,1,0,0,0,1
2,1,0.54,249,158,1,6.0,1.36,1,1,0,0,0,1
1,1,3.5,237,144,2,17.0,0.0,1,0,1,0,0,0
1,1,8.9,229,158,2,29.0,0.0,1,0,1,0,0,0
2,1,0.13,87,88,4,-3.0,0.0,1,0,0,0,1,0
1,1,0.6,137,233,1,5.5,1.25,1,1,0,0,0,1
2,2,0.84,249,186,1,7.5,1.0,1,1,0,0,0,0
1,1,0.5,48,48,1,3.5,1.05,1,1,0,0,0,1
1,1,1.4,209,231,1,8.5,2.75,1,1,0,0,0,1
2,1,1.82,236,142,1,9.5,2.06,1,1,0,0,0,1
2,5,0.82,13,125,2,6.5,0.0,1,0,1,0,0,0
1,1,1.9,162,262,2,12.0,0.0,1,0,1,0,0,0
2,1,1.27,231,125,2,6.5,0.0,1,0,1,0,0,0
1,1,9.1,138,141,1,28.5,5.0,1,1,0,0,0,0
1,1,0.6,170,161,1,6.5,1.45,1,1,0,0,0,1
1,1,0.7,236,236,2,5.5,0.0,1,0,1,0,0,0
1,1,0.7,263,237,1,5.5,1.0,1,1,0,0,0,0
2,1,1.25,237,233,1,7.0,1.0,1,1,0,0,0,0
1,1,0.8,237,237,1,6.5,1.45,1,1,0,0,0,1
1,1,0.7,48,161,2,6.5,0.0,1,0,1,0,0,0
1,1,5.1,107,179,1,25.0,8.0,1,1,0,0,0,1
2,1,1.04,163,164,2,6.5,0.0,1,0,1,0,0,0
2,1,2.06,24,263,1,10.5,2.46,1,1,0,0,0,1
2,1,2.54,143,68,1,12.0,0.0,1,1,0,0,0,0
2,1,6.25,230,48,1,29.5,2.0,1,1,0,0,0,0
2,1,0.72,237,162,1,6.0,1.56,1,1,0,0,0,1
2,1,1.81,163,68,1,10.0,2.95,1,1,0,0,0,1
1,1,5.1,186,65,1,23.0,5.0,1,1,0,0,0,1
2,2,1.45,229,170,1,7.5,1.86,1,1,0,0,0,1
2,1,1.15,152,166,2,6.5,0.0,1,0,1,0,0,0
1,1,0.8,234,170,1,6.0,1.55,1,1,0,0,0,1
1,1,0.9,230,164,2,6.5,0.0,1,0,1,0,0,0
2,1,2.5,151,237,2,16.0,0.0,1,0,1,0,0,0
1,1,15.7,163,127,1,61.5,10.0,1,1,0,0,0,0
2,1,2.13,238,50,1,13.0,3.7,1,1,0,0,0,1
1,2,4.9,246,236,1,19.0,4.15,1,1,0,0,0,1
2,3,2.43,161,238,1,12.5,2.5,1,1,0,0,0,1
1,1,1.5,161,137,1,14.0,1.0,1,1,0,0,0,0
2,2,1.27,249,186,1,6.5,1.0,1,1,0,0,0,0
2,1,1.63,163,170,1,10.0,2.36,1,1,0,0,0,1
2,1,1.79,151,236,1,9.0,3.24,1,1,0,0,0,1
2,1,1.27,238,239,1,6.0,1.56,1,1,0,0,0,1
1,1,1.4,236,238,1,7.5,1.86,1,1,0,0,0,1
2,3,8.27,132,95,2,25.5,0.0,1,0,1,0,0,0
1,1,1.8,158,230,1,10.5,2.45,1,1,0,0,0,1
1,1,17.0,161,191,1,57.0,4.44,1,1,0,0,0,0
2,1,1.15,170,186,1,8.0,2.94,1,1,0,0,0,1
2,3,0.64,164,170,1,4.5,1.26,1,1,0,0,0,1
1,1,1.2,237,141,1,7.5,1.85,1,1,0,0,0,1
2,1,2.35,236,230,2,13.5,0.0,1,0,1,0,0,0
2,1,10.85,142,138,1,43.0,5.0,1,1,0,0,0,0
2,2,0.42,236,236,2,4.0,0.0,1,0,1,0,0,0
1,1,1.3,239,166,2,7.5,0.0,1,0,1,0,0,0
1,1,3.6,261,186,1,20.5,4.45,1,1,0,0,0,1
2,1,0.71,263,236,2,4.5,0.0,1,0,1,0,0,0
1,1,1.6,170,141,1,13.5,1.0,1,1,0,0,0,0
2,1,1.19,163,142,2,9.0,0.0,1,0,1,0,0,0
1,1,0.3,48,48,1,4.5,1.26,1,1,0,0,0,1
2,6,0.63,170,100,1,4.5,1.26,0,1,0,0,0,1
1,1,0.6,163,48,1,6.0,1.55,0,1,0,0,0,1
2,2,1.53,43,161,1,11.0,2.56,0,1,0,0,0,1
2,1,2.15,166,239,2,10.0,0.0,0,0,1,0,0,0
2,5,2.16,170,263,1,11.0,3.2,0,1,0,0,0,1
2,5,1.83,239,237,1,12.5,1.5,0,1,0,0,0,0
1,2,0.6,238,166,2,4.5,0.0,0,0,1,0,0,0
1,2,0.8,239,238,2,5.5,0.0,0,0,1,0,0,0
2,2,1.38,236,239,1,8.0,2.45,0,1,0,0,0,1
2,2,2.98,234,142,1,16.5,2.5,0,1,0,0,0,0
2,6,1.68,162,263,1,7.5,2.32,0,1,0,0,0,1
1,1,1.3,87,148,1,7.0,1.75,0,1,0,0,0,1
2,1,0.41,107,137,2,4.0,0.0,0,0,1,0,0,0
2,1,1.25,161,164,1,9.0,2.0,0,1,0,0,0,1
2,1,0.95,43,263,1,6.0,1.56,0,1,0,0,0,1
1,1,0.7,125,249,1,5.0,1.35,0,1,0,0,0,1
1,1,2.3,211,68,1,9.5,2.26,0,1,0,0,0,1
2,5,0.65,230,100,2,6.0,0.0,0,0,1,0,0,0
1,1,0.5,100,161,1,4.5,1.26,0,1,0,0,0,1
1,1,4.5,231,142,2,17.5,0.0,0,0,1,0,0,0
2,2,2.71,164,142,1,14.5,3.26,0,1,0,0,0,1
2,1,1.72,113,48,2,10.5,0.0,0,0,1,0,0,0
1,1,1.5,230,246,1,11.5,2.65,0,1,0,0,0,1
1,1,0.9,231,158,1,5.5,1.8,0,1,0,0,0,1
2,6,2.53,162,224,1,18.0,3.96,0,1,0,0,0,1
1,1,0.6,137,107,1,5.0,3.0,0,1,0,0,0,1
1,3,0.8,246,48,1,5.5,1.45,0,1,0,0,0,1
2,3,0.54,230,142,1,4.5,1.26,0,1,0,0,0,1
2,2,1.81,211,88,1,8.5,1.54,0,1,0,0,0,0
1,3,1.9,170,140,2,10.5,0.0,0,0,1,0,0,0
2,4,0.54,231,231,1,4.0,1.0,1,1,0,0,0,1
1,2,13.6,246,265,1,57.5,12.0,0,1,0,0,0,1
2,1,1.33,162,107,1,7.0,0.0,0,1,0,0,0,0
2,1,7.82,138,166,1,25.0,6.51,0,1,0,0,0,1
2,1,0.81,239,142,1,4.5,0.63,0,1,0,0,0,0
2,1,9.02,138,17,2,31.0,0.0,0,0,1,0,0,0
1,1,1.8,234,163,1,9.5,1.7,0,1,0,0,0,0
2,1,2.32,233,236,1,10.0,2.36,0,1,0,0,0,1
2,1,4.32,140,179,1,16.0,4.0,0,1,0,0,0,1
2,1,3.46,231,231,1,16.5,0.0,0,1,0,0,0,0
1,1,2.9,144,97,1,11.5,2.55,0,1,0,0,0,1
2,1,2.99,162,249,1,13.0,2.86,0,1,0,0,0,1
1,1,1.7,163,236,1,8.5,1.95,0,1,0,0,0,1
2,1,20.07,132,249,1,52.0,10.56,0,1,0,0,0,1
1,3,2.0,142,100,2,10.5,0.0,0,0,1,0,0,0
1,1,1.9,163,236,2,9.0,0.0,0,0,1,0,0,0
2,1,1.05,113,234,1,7.0,2.08,0,1,0,0,0,1
1,1,0.6,237,236,1,4.5,1.15,0,1,0,0,0,1
2,1,10.95,186,69,2,32.0,0.0,0,0,1,0,0,0
2,2,1.42,256,37,1,8.0,1.86,0,1,0,0,0,1
2,2,0.63,141,237,2,5.0,0.0,0,0,1,0,0,0
2,5,1.2,107,162,2,6.0,0.0,0,0,1,0,0,0
1,1,1.0,230,50,1,6.5,1.55,0,1,0,0,0,1
2,2,0.78,74,42,2,4.0,0.0,0,0,1,0,0,0
1,3,1.1,234,162,2,7.5,0.0,0,0,1,0,0,0
2,2,3.43,234,143,1,14.0,3.82,0,1,0,0,0,1
1,1,0.9,249,186,2,5.5,0.0,0,0,1,0,0,0
1,1,8.6,138,100,1,28.5,7.1,0,1,0,0,0,1
2,5,1.84,246,113,1,9.0,2.06,0,1,0,0,0,1
1,1,0.7,163,48,1,4.5,1.0,0,1,0,0,0,1
2,1,1.18,164,161,1,7.0,2.49,0,1,0,0,0,1
1,1,3.9,234,239,1,14.0,1.0,0,1,0,0,0,0
2,6,1.01,125,231,1,5.0,1.26,0,1,0,0,0,1
2,1,1.3,264,264,2,8.5,0.0,0,0,1,0,0,0
1,1,1.9,162,263,1,8.0,1.86,0,1,0,0,0,1
1,1,2.1,233,236,1,9.5,2.7,0,1,0,0,0,1
1,2,1.8,163,141,1,8.5,1.95,0,1,0,0,0,1
2,2,1.23,48,229,2,7.5,0.0,0,0,1,0,0,0
2,4,1.63,142,237,1,9.0,2.58,0,1,0,0,0,1
1,1,10.9,249,127,1,33.0,7.0,0,1,0,0,0,1
2,1,2.16,143,24,1,8.0,1.0,0,1,0,0,0,0
1,1,2.6,87,144,1,13.5,2.95,0,1,0,0,0,1
1,1,4.2,43,249,1,18.5,3.95,0,1,0,0,0,1
2,2,2.75,230,224,1,13.5,2.96,0,1,0,0,0,1
2,1,2.21,236,24,1,9.0,2.06,0,1,0,0,0,1
1,1,4.0,88,25,1,16.0,3.45,0,1,0,0,0,1
2,1,2.31,161,113,1,13.0,2.86,0,1,0,0,0,1
1,1,1.2,114,249,1,6.5,1.55,0,1,0,0,0,1
1,2,21.8,132,167,1,57.5,5.44,0,1,0,0,0,0
1,1,3.7,142,249,1,14.5,3.95,0,1,0,0,0,1
2,2,1.6,142,68,1,8.5,1.96,0,1,0,0,0,1
2,1,1.94,162,234,2,8.0,0.0,0,0,1,0,0,0
2,2,1.41,238,75,2,7.0,0.0,0,0,1,0,0,0
2,3,0.89,233,137,1,5.0,1.26,0,1,0,0,0,1
1,1,2.0,144,65,2,8.5,0.0,0,0,1,0,0,0
2,2,27.63,132,65,1,74.5,15.16,0,1,0,0,0,1
2,5,1.9,142,68,1,8.5,1.96,0,1,0,0,0,1
2,5,0.9,74,75,2,5.0,0.0,0,0,1,0,0,0
1,1,1.1,236,238,1,5.5,1.35,0,1,0,0,0,1
1,1,1.1,162,163,2,6.5,0.0,0,0,1,0,0,0
1,2,1.2,186,163,1,6.5,1.55,0,1,0,0,0,1
1,1,3.1,230,79,1,19.0,4.05,0,1,0,0,0,1
2,1,2.35,211,186,1,10.5,0.0,0,1,0,0,0,0
2,3,8.8,138,116,1,28.0,7.01,0,1,0,0,0,1
1,1,10.1,231,223,1,30.5,6.35,0,1,0,0,0,1
1,1,2.1,48,239,1,9.0,1.85,0,1,0,0,0,1
2,5,2.65,148,170,2,11.0,0.0,0,0,1,0,0,0
2,1,1.42,234,230,2,6.5,0.0,0,0,1,0,0,0
1,1,1.6,164,50,1,9.0,1.7,0,1,0,0,0,0
1,1,8.7,138,102,2,26.5,0.0,0,0,1,0,0,0
1,3,2.2,249,48,1,10.0,2.25,0,1,0,0,0,1
2,1,2.35,186,79,1,11.5,3.2,0,1,0,0,0,1
2,1,2.79,164,263,1,10.5,2.36,0,1,0,0,0,1
2,1,2.06,113,170,1,9.0,2.58,0,1,0,0,0,1
1,1,1.8,107,158,1,8.0,1.85,0,1,0,0,0,1
1,1,3.5,236,48,2,13.5,0.0,0,0,1,0,0,0
2,2,0.47,163,163,2,4.0,0.0,0,0,1,0,0,0
2,1,10.1,48,41,2,33.5,0.0,0,0,1,0,0,0
1,1,1.1,146,193,2,6.0,0.0,0,0,1,0,0,0
1,2,1.2,48,162,2,8.5,0.0,0,0,1,0,0,0
2,1,1.52,146,179,2,6.5,0.0,0,0,1,0,0,0
2,5,2.66,100,263,1,11.0,3.0,0,1,0,0,0,1
1,1,0.5,90,234,2,4.0,0.0,0,0,1,0,0,0
1,1,9.9,138,148,2,32.0,0.0,0,0,1,0,0,0
2,2,4.63,163,179,1,16.0,4.32,0,1,0,0,0,1
2,2,1.38,68,230,1,7.0,2.08,0,1,0,0,0,1
2,1,2.55,50,170,1,12.0,2.66,0,1,0,0,0,1
2,1,15.98,138,133,1,49.5,12.7,0,1,0,0,0,1
1,1,3.5,79,163,1,12.5,2.0,0,1,0,0,0,0
2,5,2.6,148,80,2,10.0,0.0,0,0,1,0,0,0
2,2,6.95,230,25,1,24.0,5.06,0,1,0,0,0,1
1,1,1.1,88,13,1,7.0,1.25,0,1,0,0,0,0
